28,Andhra Pradesh                                    ,2808  ,NALGONDA                                          ,142384,36950,7199,0,83510,0,102842,39324,375,0,58552,0,132270,34814,4965,0,71578,0,47646,23795,288,0,26160,0,81107,62297,60872,58335,59442,61458,63056,57616,79229,60123,59267,58267,58141,56076,58338,56695,78180,59344,57659,57114,58647,54040,53761,53220,78238,63908,59070,57503,59367,56860,55860,52439,77188,63032,60531,56720,57112,56319,56935,52104,64631,34134,32273,17142,52084,24732,19041,8535,101.69,105.93,0,82.53,87.12,0,83.72,87.47,0,65.22,69.18,0,121345,37612,5573,0,68974,233504,37165,30393,29378,27731,27953,27624,27890,25370,548,394,382,277,281,165,172,143,415,304,301,251,224,113,138,111,257488,131916,174644,50338,2523,0,94078,70974,28314,7454,0,47805,2558,486,0,0,539,114,114,0,0,0,0,0,0,0,0,2832,184,66,82,120,98,128,78,15555,7450,7661,3772,167518,93407,81246,46238,,,,,,,,,,,,,,,,
28,Andhra Pradesh                                    ,2819  ,NELLORE                                           ,114113,39553,8018,0,55159,0,44957,39097,6299,0,28995,0,104021,37678,7881,0,46878,0,21532,23312,3778,0,13019,0,47094,45959,46559,40070,41805,40670,37850,32890,46518,44178,44336,43861,40220,39042,38468,33388,48832,44218,44345,43479,44607,38071,37191,33868,51493,49762,46172,44533,44904,42173,36526,32551,47920,49450,48118,44136,44143,41045,41049,32959,58363,30857,28579,15190,35122,16967,8551,4239,89.75,96,0,68.08,71.43,0,74.13,79.02,0,49.78,51.44,0,80589,40307,7844,0,41679,170419,22930,24161,23649,21580,21676,20089,20264,16070,1245,1231,1306,1144,1040,682,658,383,1128,1230,1243,1032,875,582,526,307,191703,87021,120632,46280,2626,0,50705,37754,36932,13422,0,34214,4412,412,197,0,0,469,116,553,0,96,0,0,0,0,0,514,274,220,172,190,174,158,58,22726,10203,11340,5083,89086,46687,43820,23089,,,,,,,,,,,,,,,,
28,Andhra Pradesh                                    ,2802  ,NIZAMABAD                                         ,100464,29421,6241,0,62951,0,74938,44978,0,0,41593,0,89146,27425,5916,0,56703,0,38599,33792,0,0,19318,0,54695,48156,47181,45010,47361,46995,45931,41328,53115,48205,46804,45584,45220,43824,44875,41689,52136,49382,47780,45907,46077,42063,43070,41503,51694,48288,47749,46470,45901,42942,41273,39445,52893,48523,47638,46467,45699,43268,42355,38436,35977,18942,17544,9479,25886,12483,10915,5136,109.26,110.71,0,89.88,90.32,0,86.58,90.49,0,72.21,68.4,0,87959,36405,3055,0,52165,179584,25503,23571,23539,22879,22390,21559,21101,19042,115,151,164,167,135,94,88,96,98,82,108,105,105,79,66,60,195133,94523,106205,38188,959,0,60571,52861,26956,5122,0,35451,19974,9241,160,0,8389,190,282,0,0,211,203,121,0,0,112,436,192,154,138,96,392,324,228,45381,19241,23098,10279,121686,66010,58998,32608,,,,,,,,,,,,,,,,
28,Andhra Pradesh                                    ,2818  ,PRAKASAM                                          ,156652,45142,6653,0,60309,0,63008,33362,3085,0,42100,0,145929,42935,5547,0,53501,0,36743,17179,1026,0,23217,0,61077,59118,55998,50145,50797,43504,39970,34128,61474,57998,55540,51871,48290,43048,41024,35552,61557,56710,54633,52155,50313,41495,40130,35398,70103,66831,61793,58461,57932,48850,44466,39105,68506,66038,63975,58679,57606,50355,47866,38798,87693,34534,42952,16879,22247,10796,5199,2420,95.61,111.41,0,63.68,74.16,0,76.65,89.78,0,46.49,53.1,0,114953,43357,10966,0,50786,220062,32814,31808,31284,28825,28323,24967,23120,18921,526,610,678,527,437,263,198,166,340,463,522,421,351,165,147,118,251415,96039,188944,63875,4653,0,69262,39681,25290,18272,0,35388,5827,550,0,0,81,0,0,0,0,0,590,368,0,0,634,602,220,94,74,60,70,44,38,21420,8740,10684,4384,117352,49929,57956,24447,,,,,,,,,,,,,,,,
28,Andhra Pradesh                                    ,2806  ,RANGAREDDI                                        ,155174,36405,13041,0,80740,0,238689,86410,16197,0,158061,0,101998,29712,4612,0,56330,0,59548,28070,3131,0,33241,0,119693,104137,100595,93347,92725,92879,90706,82634,120244,103245,99952,97273,93108,90879,89154,80695,128177,110236,106037,101396,99446,94169,91747,82206,127359,112168,106067,102919,101787,97407,91944,78703,117691,108281,103813,97546,95879,100558,97181,84269,92381,44902,45113,22093,45624,21832,17979,8408,162.02,166.49,0,124.85,128.47,0,119.45,126.72,0,96.23,97.43,0,194678,64388,15125,0,115149,389340,56837,52103,50514,47219,46016,49273,47019,40359,288,246,208,169,170,101,100,63,173,194,177,149,140,97,71,58,415147,206036,236683,83764,29154,0,167164,154483,45081,1720,0,69052,10661,3492,427,0,2169,622,319,0,0,427,0,0,0,0,0,1740,778,756,644,638,362,272,226,50690,21460,25067,10771,236894,127597,115007,62834,,,,,,,,,,,,,,,,
28,Andhra Pradesh                                    ,2811  ,SRIKAKULAM                                        ,115026,61690,9103,0,64732,0,32462,32943,486,0,20038,0,107724,60320,8908,0,57660,0,24579,23437,293,0,14050,0,47451,48603,47066,43035,43477,41103,40395,35086,47071,45869,46569,44798,42495,39279,38849,34689,48801,46667,45588,45796,45176,39436,38034,35373,48172,47960,46103,44382,45472,42055,38206,35352,45187,45520,45863,43911,43359,42470,41205,35890,21098,11633,10293,5796,18894,9159,7310,3458,97.13,98.92,0,74.03,78.06,0,78.3,79.72,0,53.86,56.19,0,73691,46296,5960,0,41938,167885,21911,22038,22192,21561,21168,20953,20338,17724,238,328,342,282,256,150,193,119,191,237,266,235,212,128,116,64,181665,85525,118853,70956,3846,0,60351,25835,22412,6278,0,23229,5143,3612,0,0,2733,17,140,0,0,0,0,0,0,0,0,580,362,240,234,218,202,134,110,536,204,234,103,166900,89887,81396,44496,,,,,,,,,,,,,,,,
28,Andhra Pradesh                                    ,2813  ,VISAKHAPATNAM                                     ,168020,47130,20310,0,81048,0,73140,63247,32598,0,45004,0,138900,44921,11164,0,61161,0,27093,29211,4203,0,11753,0,82588,72485,67035,60452,62300,60288,56311,52943,79932,72506,68133,65277,61289,58240,57246,51970,80386,74561,69217,67979,66674,58420,56044,51760,80894,78628,71488,69198,70183,63569,58730,52682,75908,73433,71756,67616,68067,63404,61800,52653,27089,14787,13437,7483,90324,44118,28151,12415,99.46,104.54,0,72.21,78.23,0,81.23,85.23,0,53.79,57.62,0,120913,53344,25546,0,61996,261799,37220,36167,35087,33279,33156,30981,30170,25739,328,343,358,338,357,204,148,137,253,277,236,283,273,155,167,111,291187,131741,180434,58116,6976,0,75598,60024,54741,45705,0,51147,636,0,0,0,59,455,0,0,0,213,0,129,323,0,0,320,138,170,186,176,340,290,334,3661,1949,1743,949,143876,79466,71531,40006,,,,,,,,,,,,,,,,
28,Andhra Pradesh                                    ,2812  ,VIZIANAGARAM                                      ,109644,31316,8741,0,57087,0,37812,27584,1148,0,23548,0,100536,30592,5824,0,49467,0,18708,15887,1148,0,7971,0,44277,43922,43244,39188,39945,35574,32261,29587,43424,43853,41941,40825,38392,34831,33582,29884,44548,42621,41920,40093,39823,33425,32807,30721,42648,43212,41229,40275,39721,35825,31949,30823,38011,40361,40491,38411,38243,35925,35143,30295,20743,10879,10173,5436,31156,14784,10672,4997,98.71,99.58,0,71.76,75.11,0,79.09,79.89,0,52.27,53.3,0,72923,27512,5246,0,39391,145072,18358,19516,19857,18979,18672,17714,17262,14714,212,290,286,267,262,166,154,123,166,214,230,237,191,109,112,96,158541,73751,123173,43740,4376,0,56875,24080,15160,5513,0,23760,143,0,0,0,0,60,0,0,0,0,0,0,0,0,0,482,308,262,258,256,278,366,260,618,335,308,170,128573,70588,63239,34921,,,,,,,,,,,,,,,,
28,Andhra Pradesh                                    ,2809  ,WARANGAL                                          ,126409,37216,11763,0,74595,0,122587,50677,2524,0,73770,0,116871,35444,10423,0,68909,0,75502,39063,163,0,42899,0,85415,64152,64606,62657,62996,63541,63389,61461,80420,60928,61396,62548,62178,59825,61104,58621,81203,58422,60210,60893,63915,59289,58370,55842,82546,63008,60474,61813,65078,62624,61055,56785,82082,63507,61214,59425,63274,61125,62266,56459,65375,35642,31959,18301,73900,36358,29946,14467,106.24,110.93,0,88.98,95.26,0,85.48,89.54,0,70.57,78.34,0,122417,44398,8196,0,73512,248523,38986,30370,29828,29017,31027,30569,31034,27692,406,306,239,221,195,138,173,154,264,218,183,172,164,104,110,107,261315,140613,160689,58866,1626,0,90094,88874,30997,14975,0,57536,3158,1466,0,0,752,49,215,0,0,55,0,0,0,0,0,2100,100,74,26,16,42,0,0,16911,7594,8150,3801,156295,95356,75315,47685,,,,,,,,,,,,,,,,
28,Andhra Pradesh                                    ,2815  ,WEST GODAVARI                                     ,140500,34299,4999,0,93967,0,79190,46424,8260,0,45370,0,128067,31452,4346,0,82023,0,50318,32198,3904,0,23826,0,56539,58354,57914,53327,56423,55942,54459,48656,57914,58759,60061,58929,56464,55426,54318,50866,56970,57203,57628,58142,59144,53854,52678,49644,63588,64674,63297,62478,64083,60586,55997,52063,61033,63618,62764,61096,61711,59006,59305,52630,77286,39930,37803,20090,12306,6017,5249,2562,80.74,90.46,0,68.36,75.97,0,66.98,74.98,0,51.23,56.07,0,112525,45195,8978,0,70304,237002,29597,31511,30547,29884,30389,29013,29644,26417,287,381,342,342,299,124,133,95,238,251,265,243,233,72,114,78,254606,128702,157384,39140,841,0,79619,69298,54595,17076,0,61855,955,41,0,0,49,0,0,310,0,0,0,0,0,0,0,30,42,26,34,28,88,30,52,5128,2530,2522,1282,137503,74669,67988,37396,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1216  ,ANJAW                                             ,916,2276,587,352,260,0,0,0,0,0,0,0,916,2276,587,352,260,0,0,0,0,0,0,0,1523,614,516,391,316,296,177,148,1343,746,621,495,397,493,239,187,1241,683,665,536,458,408,319,206,1400,584,596,539,466,440,329,366,1131,579,474,551,456,498,343,359,0,0,0,0,2823,1344,1040,496,,0,0,,0,0,,0,0,,0,0,444,1090,276,175,120,2105,571,285,221,265,203,230,152,178,1,3,2,3,1,0,1,0,2,2,1,1,3,4,1,0,2031,653,906,2276,587,352,260,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1212  ,CHANGLANG                                         ,8630,9978,3235,389,1212,0,1016,3714,1497,0,87,0,8183,7984,3235,292,1212,0,757,3448,758,0,87,0,5141,3316,3070,2708,2326,2309,2113,2001,4879,3822,3430,3133,2783,2665,2389,2196,5007,4051,3724,3319,3134,2546,2412,2868,5374,4059,3731,3367,3200,2950,2620,2629,5486,4475,3970,3697,3432,3154,2897,2647,0,0,0,0,8372,4050,3970,1955,161.54,177.41,0,90.53,96,0,120.28,135.23,0,52.63,61.32,0,4500,6371,2019,389,600,13879,2582,2078,1870,1705,1572,1497,1353,1222,52,77,48,55,46,19,27,27,62,53,38,40,25,18,28,12,16589,6013,9646,13592,4732,389,1299,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,78,62,40,32,72,40,34,55,30,23,15,0,0,0,0,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1210  ,DIBANG VALLEY                                     ,608,371,0,0,274,0,78,0,0,0,0,0,608,371,0,0,274,0,78,0,0,0,0,0,354,249,217,146,109,149,127,107,402,210,193,175,139,141,139,115,463,212,160,159,151,162,112,137,382,153,176,145,145,168,124,100,343,159,140,142,131,165,133,118,0,0,0,0,732,370,354,180,20.96,19.62,0,9.3,8.98,0,20.51,19.62,0,6.7,8.98,0,331,190,0,0,137,658,169,68,67,74,73,96,57,54,13,11,12,9,4,6,2,0,7,3,10,2,5,3,1,7,915,379,686,371,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,28,30,8,12,12,10,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1203  ,EAST KAMENG                                       ,5676,5206,3624,254,296,0,1361,919,1084,96,0,0,5287,3322,2716,254,154,0,496,328,408,96,0,0,4344,2594,1979,1632,1543,1166,970,930,4193,2796,2071,1771,1531,1390,1075,942,4190,2855,2099,1805,1709,1522,1335,1042,4760,2951,2251,1870,1825,1662,1422,1307,5211,2936,2405,1871,1752,1637,1438,1266,0,0,0,0,13134,6530,4058,2115,291.26,318.12,0,101.25,115.43,0,267.46,303.49,0,87.51,100.6,0,3443,3050,2336,320,132,9281,2530,1469,1237,949,848,869,737,642,130,134,142,106,90,83,71,55,100,114,125,78,83,76,76,55,13362,4048,7016,6125,4708,350,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,10,4,6,18,18,2,0,1,0,6,0,0,0,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1208  ,EAST SIANG                                        ,7652,10588,2841,877,992,0,634,3735,878,0,0,0,7229,7320,2124,777,924,0,634,1832,394,0,0,0,4276,4005,3698,3384,3269,2732,2531,2440,4378,4068,3775,3431,3340,2856,2515,2493,4585,3903,3680,3630,3288,2951,2731,2597,4715,3923,3673,3689,3344,2935,2691,2813,4956,4145,3602,3493,3438,2998,2833,2732,0,0,0,0,13446,6540,6423,3163,227.21,246.51,0,134.36,138.62,0,190.7,186.86,0,112.33,134.84,0,3974,6690,1658,817,428,13567,2374,2004,1703,1695,1657,1498,1368,1268,127,72,101,97,70,90,85,87,106,59,80,86,77,124,117,72,17657,7319,8286,14323,3719,877,986,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,2,6,4,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1214  ,KURUNG KUMEY                                      ,10072,11864,1975,600,515,0,286,932,409,0,0,0,10072,11864,1975,600,515,0,286,932,409,0,0,0,6890,4311,3170,2428,2087,1012,826,641,9732,6667,2044,1317,1111,1185,1005,715,6878,3194,2438,1728,1400,1261,1046,694,7224,4313,3199,2339,1850,1338,1110,756,6616,5437,3837,2897,2458,2210,1876,1322,0,0,0,0,21217,10031,5400,2715,,0,0,,0,0,,0,0,,0,0,4869,5937,1140,600,216,12762,3147,2587,1796,1354,1159,1106,946,667,107,68,35,32,8,9,11,8,77,62,34,12,12,21,15,12,18585,4688,10277,12605,2384,600,297,81,191,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,246,92,78,38,32,28,10,52,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1211  ,LOHIT                                             ,6742,13529,2842,100,486,0,2012,2772,810,0,0,0,6150,10633,1967,100,486,0,1152,1238,810,0,0,0,6174,4006,3589,3242,2659,2539,2355,2437,5120,4347,3912,3553,3113,2575,2404,2994,4979,4353,3945,3644,3283,2968,2368,2683,5205,4028,3787,3669,3434,3073,2820,2904,5161,3958,3757,3674,3583,3326,3070,2764,39,16,21,8,5458,2706,3144,1656,143.41,152.91,0,81.63,90.63,0,108.66,115.14,0,51.46,59.93,0,4129,7845,1603,100,261,13938,2482,1865,1771,1754,1643,1604,1479,1340,41,45,62,49,33,34,35,29,35,38,43,34,31,39,33,31,19537,8516,8754,16301,3652,100,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,48,48,32,18,22,0,2,291,144,142,75,0,0,0,0,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1215  ,LOWER DIBANG VALLEY                               ,2329,5891,1382,0,716,0,575,1128,1406,0,0,0,2226,4726,928,0,562,0,390,1128,523,0,0,0,2654,1951,1591,1437,1193,1225,1109,947,3845,1763,1765,1473,1447,1191,1098,1085,3547,1708,1666,1576,1356,1333,1144,1064,3408,1741,1690,1524,1408,1350,1160,1078,3253,1782,1631,1539,1432,1368,1259,1163,0,0,0,0,4560,2207,2116,1020,,0,0,,0,0,,0,0,,0,0,1395,3385,1247,0,309,6336,1511,821,777,736,696,676,599,520,20,12,8,9,7,1,5,4,9,3,7,10,5,2,2,3,6573,2465,2371,6555,2189,0,593,0,113,0,0,26,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,116,96,70,48,54,38,32,22,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1205  ,LOWER SUBANSIRI                                   ,3866,6724,1505,0,256,0,1866,5434,2250,0,350,0,3541,6188,1505,0,218,0,1523,2993,1755,0,124,0,4263,2712,2065,1798,1630,1574,1369,1375,4239,2873,2462,2009,1820,1624,1493,1497,6779,2864,2408,2108,1982,1796,1765,1451,7136,2881,2331,2108,1950,1891,1810,1541,3928,3045,2648,2470,4649,1984,1831,1696,708,210,359,83,13632,6603,4812,2416,155.86,169.59,0,70.03,74.13,0,94.2,95.14,0,45.76,49.65,0,2671,5920,1931,0,284,10806,1919,1437,1246,1214,2290,981,900,819,14,13,3,4,3,3,2,3,15,7,4,7,6,3,2,2,11272,4041,2872,7179,2478,0,350,42,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,98,54,66,56,24,32,12,127,47,52,22,785,71,339,29,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1204  ,PAPUM PARE                                        ,9512,15195,7106,167,6736,0,1413,6054,7136,0,0,0,7715,9517,2074,167,5519,0,999,2317,1176,0,0,0,15655,5698,4662,4207,3719,6027,5574,5114,16234,6467,5594,4635,4076,5663,4950,3170,15369,6926,6143,5417,4991,6410,6204,4957,14761,7064,5997,5548,5003,4902,4853,4705,15281,7052,6056,5510,5153,5044,4765,4458,417,105,209,42,32218,16127,11510,5868,325.51,344.21,0,192.96,160.72,0,238.27,245.08,0,149.04,125.81,0,5379,10722,7000,92,3391,26584,7639,3474,2998,2710,2568,2546,2471,2178,122,47,43,34,37,33,35,30,83,55,49,26,30,35,22,24,27003,10517,10907,20635,14032,167,6687,0,313,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,186,76,98,50,64,52,58,388,88,165,47,356,151,184,65,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1201  ,TAWANG                                            ,1640,2545,1126,191,177,0,228,1033,327,0,0,0,1469,2110,1126,191,177,0,115,772,327,0,0,0,1942,919,772,565,583,854,730,479,1457,1003,939,809,632,835,724,516,1752,1107,915,781,730,620,580,597,1918,1063,877,820,699,650,597,618,1964,996,886,774,758,642,656,591,17,28,7,12,4764,2602,1626,1029,166.4,181.23,0,73.86,77.58,0,117.79,133.67,0,53.84,54.03,0,1042,2038,712,191,91,4074,1033,514,488,454,423,374,398,390,55,38,37,23,29,16,28,16,71,49,54,37,25,24,20,14,3987,1324,1861,3538,1453,191,177,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,14,22,34,26,38,22,27,12,7,3,61,27,35,9,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1213  ,TIRAP                                             ,7379,7203,2524,97,858,0,994,3104,884,0,340,0,7105,5762,1269,97,390,0,719,1494,616,0,340,0,5976,3756,3394,2538,2399,1974,1662,1409,5092,4039,3460,2825,2264,1964,1920,1707,4367,3620,3256,2789,2605,2220,1732,1658,4540,3435,3197,2818,2696,2412,1966,1644,4534,3471,3273,2937,2690,2508,2187,1783,95,25,42,14,15753,7381,5920,2631,162.84,174.83,0,85.39,92.77,0,118.58,141.92,0,56.82,68.9,0,3911,4720,1591,97,463,10782,2050,1658,1540,1394,1259,1124,996,761,51,32,24,19,14,8,9,6,33,28,15,23,41,28,9,10,16845,4934,8373,10307,3408,97,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,228,156,80,40,44,24,8,4,3,1,1,58,27,26,11,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1209  ,UPPER SIANG                                       ,2698,2434,222,154,1077,0,804,1407,0,0,39,0,2670,1941,222,154,884,0,539,1167,0,0,39,0,4738,1895,1465,1095,939,1310,1156,1078,4037,1720,1770,1565,1390,1344,1179,1061,4304,2008,1824,1718,1240,1468,1427,992,2690,1226,1143,1001,1154,922,790,738,1864,1138,1100,1041,955,1117,921,699,228,20,101,8,5231,2708,2343,1128,354.67,246.89,0,204.15,130.18,0,194.02,163.72,0,159.24,92.24,0,1820,1833,103,139,529,4424,952,579,547,535,509,505,445,352,70,25,33,30,33,13,8,6,53,34,30,30,22,11,5,5,4429,2429,3502,3841,222,154,1091,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,49,17,26,8,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1206  ,UPPER SUBANSIRI                                   ,6230,10284,2415,98,2668,0,550,3404,299,0,0,0,5955,5834,2415,98,2618,0,255,1296,299,0,0,0,8728,3415,2530,2280,2015,1494,1381,1239,9946,3644,2639,1987,1950,1538,1304,1310,8986,4388,2666,2274,1959,1886,1548,1402,8708,3851,2830,2179,1940,2197,1825,1527,7316,4179,3161,2621,2231,2248,2130,2062,0,0,0,0,18932,9458,6247,3145,344.78,355.21,0,124.22,144.24,0,344.74,352.91,0,119.34,136.44,0,3293,6856,1423,98,1276,12946,3533,2162,1555,1345,1119,1109,1093,1030,135,118,92,77,64,45,34,20,128,98,93,66,56,30,28,25,19504,6299,6687,13688,2714,98,2611,93,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1202  ,WEST KAMENG                                       ,2763,5429,2392,0,234,0,724,1522,1797,0,0,0,2640,4837,2392,0,182,0,672,970,1601,0,0,0,2570,2234,2012,1815,1597,1417,1445,1212,2799,2320,2232,2005,1839,1707,1399,1390,2756,2423,2292,2265,1990,1753,1594,1346,2516,2106,2014,1900,1720,1667,1444,1390,2636,2125,1929,1776,1746,1662,1583,1404,8,10,4,6,6760,3435,3126,1629,182.53,170.9,0,91.18,88.5,0,171.68,141.49,0,67.26,58.63,0,1831,3634,1948,0,113,7526,1308,1089,970,880,868,895,827,689,36,25,17,21,25,7,19,7,26,19,16,19,17,18,19,5,8042,3117,3342,6315,3996,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,96,46,44,48,72,54,54,19,9,9,2,15,10,6,6,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1207  ,WEST SIANG                                        ,7245,10489,6743,100,1736,0,1258,4522,1788,0,0,0,6287,8508,5222,100,1692,0,857,2913,578,0,0,0,6669,4532,4101,3718,3458,2848,2575,2727,6824,5150,4579,3850,3524,3263,2828,2735,7419,5012,4317,3932,3748,3403,2991,2908,6943,4948,4628,4114,3898,3408,2947,2988,7336,4907,4390,4036,3805,3221,3031,3155,0,0,0,0,21545,10864,8090,4125,225.75,242.69,0,118.57,120.54,0,177.37,168.25,0,79.57,79.49,0,4264,7366,4458,100,845,17033,3652,2470,2211,2030,1925,1668,1547,1530,52,25,17,13,12,15,9,16,42,24,17,12,13,23,15,14,23063,8677,8205,14177,8531,100,1736,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,44,48,28,16,20,10,4,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
18,Assam                                             ,1824  ,BAKSA                                             ,81560,4527,0,23779,8831,0,2373,2867,4187,22603,341,0,81301,4527,0,23779,8831,0,2373,2867,3774,22494,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29287,22943,21484,20053,18830,20897,19622,20563,13719,6852,6813,3455,43360,21597,25192,12685,0,0,0,0,0,0,0,0,0,0,0,0,52676,3646,1764,24644,3975,86705,14689,11322,10736,9922,9322,10433,9972,10309,173,131,128,92,79,63,36,25,109,86,75,70,52,23,29,16,102483,49045,72996,5318,2164,33534,5610,31562,2145,1401,13571,3545,219,539,757,0,114,174,0,0,0,0,30,0,0,0,0,1018,736,536,528,556,680,638,874,14717,6347,7395,3315,26287,13775,13006,6856,,,,,,,,,,,,,,,,
18,Assam                                             ,1805  ,BARPETA                                           ,173422,6585,975,39167,20673,0,2115,2492,4405,33811,2894,0,166952,5575,591,37933,16564,0,2027,1954,3049,32717,2770,0,80422,56091,50385,48078,48672,44643,34343,22041,78849,59162,48705,45978,47580,45963,42689,27470,56889,46269,41768,37597,44811,42026,41413,31558,68276,54783,48349,44199,45919,42631,40352,33954,60004,45616,39670,35683,33860,36668,33206,33029,11336,7515,5696,3899,2924,1471,2799,1405,120.26,141.54,0,94.83,97.24,0,110.23,130.44,0,77.7,83.54,0,104176,4191,2258,41116,11802,163543,29610,23069,20178,18333,17518,19359,17732,17744,759,494,433,397,362,219,200,168,482,290,274,273,251,148,125,151,192344,84649,202522,9434,3669,73566,23495,1120,0,72,410,285,0,0,1255,0,111,596,0,0,477,0,214,0,384,126,0,1300,644,534,388,264,778,620,902,154936,66418,78437,35960,9228,7303,4685,3709,,,,,,,,,,,,,,,,
18,Assam                                             ,1804  ,BONGAIGAON                                        ,71038,6008,0,16867,4307,0,850,1602,2027,15987,472,0,65728,5734,0,14454,2977,0,850,1602,1465,14860,439,0,40473,27349,24252,22815,23553,22516,17921,13075,44442,28380,23851,21629,24176,22902,22153,16497,34402,25032,21729,19915,22972,21296,20739,17835,42723,31388,27501,24369,23795,21405,19987,20370,26493,20547,18295,16406,14903,15586,13952,13021,11459,5900,5573,2960,1944,963,1096,539,119.47,147.57,0,89.88,93.5,0,102.63,129.22,0,72.83,77.53,0,44921,4039,1320,17919,2222,70421,12889,10153,9187,8265,7638,8023,7375,6891,204,160,196,176,177,89,74,76,145,130,159,140,142,88,93,73,87289,34387,85998,7770,2786,31667,4375,2176,0,0,830,475,1373,0,0,931,0,35,249,358,0,0,157,0,0,23,0,1180,498,304,274,112,180,186,68,60239,21600,30147,11741,16703,10932,8289,5392,,,,,,,,,,,,,,,,
