,TEACHER RELATED INDICATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Andhra Pradesh                                    ,2811  ,SRIKAKULAM                                        ,6399,3611,534,0,4521,0,1068,1919,27,0,1445,0,0,0,0,0,0,0,281,144,11,0,132,888,1126,696,21,0,299,531,3198,2812,159,0,2762,1389,1465,1393,256,0,2479,438,13,14,5,0,48,7,3,17,1,0,11,8,0,0,0,0,0,0,3876,3227,333,0,4094,2210,1849,120,0,1637,0,0,0,0,0,853,355,45,0,168,639,295,88,0,219,0,0,0,0,0,608,440,29,0,475,413,296,34,0,228,730,152,66,0,144,257,53,18,0,52,2932,1606,69,0,1395,1372,644,16,0,469,111,196,25,0,152,0,16804,2438,13,3338,,,,,,,,,,,,,,,,,,
28,Andhra Pradesh                                    ,2813  ,VISAKHAPATNAM                                     ,8370,2365,984,0,5378,0,2281,3326,1304,0,2881,0,0,0,0,0,0,0,440,242,123,0,201,283,926,554,69,0,338,639,4598,3151,949,0,3943,2486,1776,1038,948,0,3191,510,21,25,37,0,65,16,12,20,14,0,33,7,0,0,0,0,0,0,3951,2516,721,0,4229,3822,2514,1419,0,3542,0,0,0,0,0,2024,491,82,0,260,870,312,85,0,422,0,0,0,0,0,407,234,46,0,387,627,328,81,0,509,2921,582,135,0,643,851,243,115,0,330,2546,773,17,0,1121,1730,557,13,0,830,16,142,19,0,194,0,21179,3385,13,2969,,,,,,,,,,,,,,,,,,
28,Andhra Pradesh                                    ,2812  ,VIZIANAGARAM                                      ,5848,1677,417,0,3826,0,1263,1610,51,0,1377,0,0,0,0,0,0,0,585,166,32,0,147,546,1051,439,27,0,213,225,3157,1682,104,0,2280,674,1495,755,178,0,2176,274,13,11,5,0,48,6,6,10,5,0,20,2,0,0,0,0,0,0,3954,1820,200,0,3371,2353,1243,151,0,1513,0,0,0,0,0,512,112,40,0,40,292,112,77,0,279,0,0,0,0,0,455,178,25,0,350,340,167,30,0,237,834,138,33,0,142,351,65,51,0,93,2985,824,32,0,1061,1433,373,29,0,519,0,0,0,0,0,0,14161,1278,13,3018,,,,,,,,,,,,,,,,,,
28,Andhra Pradesh                                    ,2809  ,WARANGAL                                          ,7529,2445,559,0,6382,0,4259,2680,105,0,4819,0,0,0,0,0,0,0,405,135,15,0,159,134,1536,545,15,0,447,438,5910,2897,138,0,4865,1486,2476,1312,320,0,5010,521,35,26,15,0,108,2,27,15,2,0,22,13,0,0,0,0,0,0,5790,3093,298,0,7332,4599,1837,207,0,3279,0,0,0,0,0,953,218,143,0,251,740,174,169,0,358,0,0,0,0,0,808,443,48,0,835,760,302,51,0,453,1478,327,123,0,557,519,127,22,0,235,3776,1298,63,0,2115,1956,659,22,0,937,294,197,153,0,19,0,25364,2017,13,2839,,,,,,,,,,,,,,,,,,
28,Andhra Pradesh                                    ,2815  ,WEST GODAVARI                                     ,6862,1760,330,0,5965,0,2845,2707,476,0,3252,0,0,0,0,0,0,0,314,207,20,0,257,1,844,505,33,0,366,292,5599,3137,388,0,4711,1492,2288,1001,389,0,3607,475,29,9,25,0,72,8,18,28,4,0,54,7,0,0,0,0,0,0,4224,2151,334,0,5354,4868,2736,525,0,3713,0,0,0,0,0,438,247,73,0,205,766,407,119,0,153,0,0,0,0,0,1156,600,92,0,1026,1277,695,125,0,704,345,81,30,0,221,240,82,27,0,167,3064,655,4,0,1325,2472,506,11,0,935,589,1074,245,0,208,0,22269,1971,13,4139,,,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1216  ,ANJAW                                             ,77,156,36,23,20,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,24,37,55,4,1,0,4,25,96,19,11,0,2,2,5,13,7,5,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,56,108,19,12,6,8,48,17,7,0,0,0,0,0,0,10,0,0,2,12,3,0,0,2,2,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,61,94,10,3,8,11,46,12,8,1,16,16,1,2,0,2,4,0,1,0,0,0,0,0,0,0,37,1,22,76,,,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1212  ,CHANGLANG                                         ,335,375,169,30,105,0,78,178,63,0,8,0,15,9,1,0,0,62,18,35,6,1,0,6,115,97,34,6,3,44,166,284,142,15,29,100,9,38,47,2,28,3,1,0,1,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,226,282,164,12,46,99,182,67,12,15,0,0,0,0,0,39,39,0,3,32,49,50,1,3,20,0,0,0,0,0,1,10,2,0,2,3,8,0,1,5,198,185,39,13,18,110,139,26,9,16,4,8,0,0,0,8,2,1,0,0,0,0,0,0,0,0,412,27,63,12,,,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1210  ,DIBANG VALLEY                                     ,56,41,0,0,21,0,7,0,0,0,0,0,2,1,0,0,0,11,0,1,0,0,0,30,16,8,0,0,0,3,25,29,0,0,8,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,0,0,16,20,11,0,0,5,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,0,0,5,31,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,,,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1203  ,EAST KAMENG                                       ,290,300,223,26,28,0,78,41,44,10,0,0,1,1,0,0,0,16,4,1,4,0,0,22,164,148,46,0,0,57,82,134,137,6,4,99,5,18,52,1,4,16,4,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,221,237,166,5,7,39,67,74,2,1,0,0,0,0,0,46,23,14,17,12,62,14,13,12,8,0,0,0,0,0,1,3,3,0,0,4,1,0,0,0,229,185,88,5,7,60,63,52,8,4,93,74,24,1,0,5,13,5,0,0,0,0,0,0,0,0,185,36,19,354,,,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1208  ,EAST SIANG                                        ,450,638,202,80,142,0,27,229,51,0,0,0,0,1,0,0,0,2,25,18,3,0,0,8,167,177,33,0,5,74,242,404,122,7,68,215,19,58,45,10,47,52,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,298,395,122,9,103,156,263,82,8,18,0,0,0,0,0,12,97,28,15,11,11,112,21,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,328,76,18,64,148,258,69,35,21,6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,352,114,8,10,,,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1214  ,KURUNG KUMEY                                      ,318,416,96,47,211,0,32,42,12,0,0,0,2,0,0,0,8,143,6,4,1,0,0,10,235,246,35,0,19,49,61,151,37,1,26,61,6,19,22,3,19,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,243,312,70,3,50,67,109,25,1,23,0,0,0,0,0,23,23,6,25,97,17,14,7,18,41,0,0,0,0,0,3,4,2,0,1,1,2,0,0,0,246,270,54,18,112,79,112,32,15,60,72,84,19,0,0,19,37,14,0,0,0,0,0,0,0,0,107,30,19,191,,,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1211  ,LOHIT                                             ,307,610,117,7,36,0,141,134,35,0,0,0,7,6,0,0,0,6,22,19,7,0,0,22,184,180,19,0,1,4,203,452,87,6,20,1,12,86,34,1,15,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,428,96,1,27,205,315,53,6,9,0,0,0,0,0,12,1,1,0,0,7,0,2,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0,0,150,238,18,1,2,104,173,32,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,195,3,0,0,,,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1215  ,LOWER DIBANG VALLEY                               ,173,242,86,0,63,0,55,77,28,0,0,0,2,14,0,0,0,41,9,11,0,0,0,55,60,68,21,0,3,19,82,151,57,0,8,36,16,47,15,0,17,21,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,167,56,0,24,65,126,38,0,4,0,0,0,0,0,20,13,7,0,16,38,13,13,0,19,0,0,0,0,0,1,4,4,0,4,2,4,0,0,0,81,95,25,0,16,62,85,27,0,16,5,13,0,0,0,10,7,0,0,0,0,0,0,0,0,0,148,25,69,7,,,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1205  ,LOWER SUBANSIRI                                   ,297,452,158,0,104,0,84,201,107,0,37,0,1,2,1,0,0,4,3,13,6,0,2,79,102,178,42,0,19,139,88,248,150,0,37,147,19,63,47,0,34,29,0,4,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,137,314,161,0,77,76,194,86,0,20,0,0,0,0,0,97,90,5,0,14,71,55,13,0,30,0,0,0,0,0,2,19,5,0,3,4,3,3,0,0,188,267,66,0,34,118,179,46,0,37,17,40,0,0,0,18,12,0,0,0,0,0,0,0,0,0,277,72,43,40,,,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1204  ,PAPUM PARE                                        ,590,1049,382,20,289,0,72,262,316,0,0,0,2,5,4,0,0,18,19,27,12,1,6,13,399,423,156,6,20,72,210,679,313,8,74,10,28,172,200,5,21,1,1,1,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,339,629,357,7,60,320,678,335,13,62,0,0,0,0,0,1,3,5,0,93,2,1,1,0,74,0,0,0,0,0,2,10,27,0,1,2,3,3,0,1,288,428,114,5,128,281,498,172,10,110,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,729,4,30,4,,,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1201  ,TAWANG                                            ,167,249,119,18,81,0,24,81,20,0,0,0,0,1,0,0,0,81,0,5,0,0,0,16,16,40,13,0,2,116,29,70,43,1,8,201,8,16,39,0,19,33,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,88,82,0,25,22,46,15,1,5,0,0,0,0,0,70,111,17,8,22,68,85,25,9,29,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,86,132,38,5,23,71,106,34,10,26,65,121,71,3,0,45,69,32,4,0,0,0,0,0,0,0,93,33,14,141,,,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1213  ,TIRAP                                             ,270,299,154,8,52,0,75,154,68,0,13,0,14,8,5,0,0,9,27,21,9,0,4,17,168,160,38,2,11,8,102,188,100,4,39,17,11,43,62,0,11,3,0,6,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,181,225,122,4,46,141,201,97,4,19,0,0,0,0,0,19,12,2,0,0,4,15,1,0,0,0,0,0,0,0,4,9,6,0,1,8,1,5,0,0,163,143,52,3,13,99,159,59,4,12,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,443,20,0,0,,,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1209  ,UPPER SIANG                                       ,244,170,28,15,112,0,61,87,0,0,9,0,6,0,0,0,0,36,10,1,0,0,0,68,118,61,5,4,14,17,118,156,19,10,41,4,9,25,4,1,47,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,186,173,24,11,77,75,70,4,4,26,0,0,0,0,0,6,4,0,0,12,38,10,0,0,6,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,168,126,24,11,59,91,57,4,4,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1,0,0,,,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1206  ,UPPER SUBANSIRI                                   ,212,313,84,9,239,0,33,139,13,0,0,0,10,10,0,0,3,118,11,12,1,0,0,10,93,171,23,7,4,50,79,204,48,2,22,15,14,35,23,0,14,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,151,305,82,6,34,56,129,14,3,9,0,0,0,0,0,27,7,1,0,142,11,11,0,0,54,0,0,0,0,0,1,10,1,0,4,6,6,0,0,0,163,203,44,6,153,52,78,11,3,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,7,8,4,,,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1202  ,WEST KAMENG                                       ,216,338,134,0,31,0,100,93,88,0,0,0,4,7,2,0,0,10,15,16,3,0,0,80,116,96,27,0,2,43,105,226,101,0,8,33,16,54,73,0,15,11,0,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,151,233,128,0,16,106,168,81,0,10,0,0,0,0,0,18,20,6,0,1,41,10,7,0,4,0,0,0,0,0,2,9,4,0,1,3,4,1,0,1,111,126,27,0,6,101,99,28,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,36,0,0,,,,,,,,,,,,,,,,,,
12,Arunachal Pradesh                                 ,1207  ,WEST SIANG                                        ,459,556,262,8,188,0,76,241,60,0,0,0,1,1,1,0,0,52,17,13,6,0,1,17,193,178,63,0,4,124,206,319,143,1,23,213,13,68,68,0,8,50,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,313,425,221,1,29,118,155,60,0,7,0,0,0,0,0,46,103,26,0,90,58,114,15,7,62,0,0,0,0,0,0,7,0,0,1,0,3,0,0,0,319,357,145,0,91,147,161,50,5,62,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,188,49,14,26,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1824  ,BAKSA                                             ,2518,216,0,1264,490,0,116,200,224,1825,37,0,257,16,5,25,3,7,2240,49,43,226,21,14,840,175,75,1834,132,126,128,194,93,969,327,57,10,13,9,31,36,8,0,0,0,0,2,1,6,1,6,17,1,0,0,0,0,0,0,0,2754,328,155,2644,437,727,120,76,458,85,0,0,0,0,0,94,1,7,28,18,39,2,1,19,7,0,0,0,0,0,181,19,7,172,18,33,8,6,22,17,1421,147,81,1161,211,417,59,38,243,39,941,87,1,670,0,241,12,0,96,0,980,35,15,60,20,0,2431,36,21,1055,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1805  ,BARPETA                                           ,3352,334,41,1592,1375,0,153,236,287,2483,309,0,159,4,5,61,21,6,2371,55,24,382,99,4,1149,197,73,1981,218,181,560,292,192,1637,1133,133,23,28,20,59,132,30,2,0,0,10,5,3,13,20,12,57,26,0,0,0,0,0,0,0,3250,364,202,3485,1262,1027,232,124,702,372,0,0,0,0,0,202,1,1,4,50,68,0,1,14,26,0,0,0,0,0,217,10,10,124,41,56,16,8,24,12,127,12,5,116,36,52,9,12,25,6,1588,120,4,1228,22,513,55,2,261,8,1042,27,0,130,26,0,4991,29,20,1227,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1804  ,BONGAIGAON                                        ,1633,259,0,877,296,0,62,165,189,993,72,0,115,5,2,23,1,1,1228,34,11,143,9,9,648,175,55,891,49,24,240,230,168,824,239,19,9,14,14,15,71,5,0,2,1,3,1,0,1,12,1,11,8,0,0,0,0,0,0,0,1600,285,131,1540,264,641,187,121,370,114,0,0,0,0,0,23,0,0,6,2,14,0,0,1,7,0,0,0,0,0,159,24,15,126,10,38,16,8,20,3,47,8,6,25,3,40,10,14,7,3,689,79,0,360,1,298,38,0,104,0,583,48,63,47,19,0,3338,32,31,254,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1821  ,CACHAR                                            ,3431,343,0,1641,653,0,59,180,425,1355,69,0,251,23,8,86,7,1,2894,130,49,592,73,79,1057,221,145,1397,140,19,227,211,336,1032,482,5,12,11,68,31,42,0,5,1,1,1,2,0,6,0,0,15,10,0,0,0,0,0,0,0,2780,343,262,2380,502,1672,254,345,774,254,0,0,0,0,0,19,0,0,1,0,13,0,1,0,0,0,0,0,0,0,388,29,27,188,34,202,37,41,78,20,133,17,30,56,17,97,19,35,25,6,1608,105,0,594,12,930,42,0,221,14,994,74,183,159,34,0,3832,22,16,1114,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1825  ,CHIRANG                                           ,2088,61,49,423,181,0,74,87,296,640,7,0,158,6,7,11,1,4,1518,14,28,124,11,83,689,87,118,546,41,136,152,62,188,385,109,42,6,0,19,8,22,5,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1721,94,188,887,141,803,75,173,194,43,0,0,0,0,0,165,3,9,13,1,59,0,9,4,3,0,0,0,0,0,105,7,4,77,8,24,3,11,6,2,989,40,110,401,79,567,38,105,97,17,746,6,0,188,3,364,2,0,45,1,586,24,34,35,0,0,1784,13,25,452,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1808  ,DARRANG                                           ,2363,240,15,600,734,0,62,133,493,970,66,0,89,1,1,18,6,6,1089,19,9,109,33,32,781,109,82,688,93,437,308,218,358,791,576,112,18,23,53,21,57,27,0,0,3,0,2,1,1,0,2,19,10,0,0,0,0,0,0,0,1655,233,307,1358,597,631,137,201,288,180,0,0,0,0,0,435,3,0,8,37,139,0,0,21,23,0,0,0,0,0,87,8,3,28,11,36,7,9,17,9,37,4,3,23,3,13,2,3,2,7,853,77,3,581,25,332,38,0,107,10,435,0,0,105,37,0,2566,35,18,633,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1813  ,DHEMAJI                                           ,2176,271,0,917,319,0,88,80,304,2310,223,0,257,5,3,61,3,0,1511,53,19,299,27,33,721,113,56,1903,108,349,218,150,187,970,435,104,3,13,38,26,21,6,2,0,0,3,3,0,3,17,1,15,0,0,0,0,0,0,0,0,1784,229,182,2504,429,931,122,122,773,168,0,0,0,0,0,271,0,0,0,5,193,0,0,17,5,0,0,0,0,0,108,7,8,89,9,30,1,6,30,7,1068,52,59,1204,209,554,37,58,354,65,453,46,0,374,1,259,18,0,105,0,915,0,0,67,65,0,2351,18,41,548,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1802  ,DHUBRI                                            ,2947,312,20,1449,464,0,125,336,401,3539,238,0,151,4,3,48,13,0,2696,79,5,594,44,32,1840,199,62,2523,111,323,552,341,301,2154,442,178,13,18,49,59,57,12,1,2,0,5,0,2,1,2,0,48,13,0,0,0,0,0,0,0,4106,477,244,4697,569,1148,168,176,734,111,0,0,0,0,0,357,2,1,0,13,137,1,0,28,9,0,0,0,0,0,169,18,14,72,20,71,5,4,18,2,36,9,3,19,6,14,1,2,6,2,1054,111,0,1490,13,283,9,0,209,1,2676,0,0,471,0,0,3290,19,19,1328,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1815  ,DIBRUGARH                                         ,3335,366,57,1042,621,0,52,195,404,615,29,0,226,8,0,18,0,2,2146,76,42,154,15,55,872,177,94,653,74,92,307,269,327,856,491,46,13,25,57,42,76,8,0,1,3,3,3,1,1,1,0,3,1,1,0,0,0,0,0,0,2046,323,195,1141,317,1519,234,328,588,343,0,0,0,0,0,62,1,4,5,2,74,3,13,8,10,0,0,0,0,0,74,7,7,39,20,56,4,8,24,14,298,40,17,166,20,251,36,42,79,27,998,70,8,330,1,733,32,13,141,0,314,0,79,85,22,0,2757,17,23,1213,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1820  ,DIMA HASAO                                        ,2815,0,13,650,259,0,45,125,256,418,22,0,1164,6,4,19,14,17,1348,33,27,65,14,29,169,57,77,607,61,52,72,35,151,359,171,21,8,4,25,12,16,3,3,0,2,0,0,0,2,3,1,1,1,0,0,0,0,0,0,0,1193,65,117,864,157,1573,73,170,199,120,0,0,0,0,0,58,0,0,4,2,74,0,0,8,2,0,0,0,0,0,28,2,5,101,7,42,4,11,12,6,1103,35,52,158,43,1398,42,94,69,68,437,2,7,299,16,618,5,13,73,15,38,13,18,7,0,0,453,16,17,886,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1803  ,GOALPARA                                          ,2090,304,0,1033,326,0,52,98,139,1452,129,0,320,11,0,75,8,1,1595,60,2,335,35,1,839,117,22,1212,65,15,247,222,102,1000,304,22,24,7,12,39,79,3,2,0,1,3,1,0,11,21,0,24,17,5,0,0,0,0,0,0,2222,329,73,2270,393,816,109,66,418,116,0,0,0,0,0,39,17,0,2,10,1,2,0,0,4,0,0,0,0,0,106,12,0,71,23,50,10,3,18,13,570,42,4,254,65,266,22,5,71,25,765,46,0,241,3,313,17,0,49,0,936,55,0,205,68,0,3613,14,33,463,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1818  ,GOLAGHAT                                          ,2301,331,56,1053,653,0,144,327,831,963,93,0,210,10,10,28,4,0,1633,81,27,176,28,27,1039,218,169,935,71,1,280,326,564,933,553,8,18,22,117,19,106,3,1,0,7,1,0,0,0,0,6,3,7,0,0,0,0,0,0,0,1990,344,349,1560,426,1191,313,551,535,343,0,0,0,0,0,0,0,1,0,3,2,1,0,0,6,0,0,0,0,0,132,15,12,67,19,63,7,31,27,15,313,37,22,184,16,130,37,27,43,9,1000,136,7,1010,19,583,75,10,312,11,738,0,14,79,32,0,3276,4,17,888,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1823  ,HAILAKANDI                                        ,2654,336,25,1459,301,0,105,81,141,1614,180,0,221,14,1,68,4,3,2348,110,25,712,58,3,896,178,38,1414,99,97,174,142,107,892,311,22,6,5,31,35,25,2,2,2,1,9,2,0,3,0,0,26,2,1,0,0,0,0,0,0,2551,326,114,2640,388,1099,125,89,516,113,0,0,0,0,0,115,2,0,4,2,27,0,2,0,0,0,0,0,0,0,266,37,8,131,24,149,19,12,47,8,77,5,5,24,3,18,1,5,5,2,1105,164,13,917,72,506,51,6,157,20,1033,36,39,87,22,0,5284,147,9,504,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1817  ,JORHAT                                            ,3080,388,52,1355,1189,0,181,340,462,919,196,0,180,8,7,25,4,0,1839,61,23,188,44,5,1274,229,95,1110,129,48,401,426,347,986,1025,73,23,36,79,32,150,29,3,1,0,0,4,0,0,17,13,6,5,0,0,0,0,0,0,0,2119,373,247,1700,746,1601,405,317,647,615,0,0,0,0,0,35,0,3,1,34,31,0,3,0,46,0,0,0,0,0,191,19,20,153,30,84,13,10,26,24,407,19,23,356,138,235,24,20,106,54,1032,101,0,466,15,563,55,0,137,11,525,50,56,74,56,0,4403,25,25,749,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1827  ,KAMRUP-METRO                                      ,2009,132,120,728,644,0,11,41,174,297,68,0,65,2,2,10,2,0,1018,14,11,55,33,28,665,47,47,366,85,53,416,93,154,610,601,58,22,7,41,37,90,24,1,1,16,1,0,2,0,1,1,3,2,5,0,0,0,0,0,0,795,55,130,556,309,1392,110,142,526,504,0,0,0,0,0,33,3,12,3,19,35,5,20,5,12,0,0,0,0,0,103,3,21,49,14,104,2,21,30,20,126,5,14,50,19,129,20,16,28,22,223,0,0,128,4,213,0,0,58,20,235,0,10,65,132,0,2767,24,20,496,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1806  ,KAMRUP-RURAL                                      ,4019,610,0,1641,1222,0,218,318,647,1881,202,0,162,14,1,32,8,12,2778,82,36,262,50,221,1459,263,98,1599,172,157,585,522,429,1678,1058,127,17,49,68,47,139,16,2,6,1,7,5,0,3,13,3,21,14,6,0,0,0,0,0,0,3644,661,328,3065,1122,1362,288,308,581,324,0,0,0,0,0,173,6,8,28,25,66,2,3,10,25,0,0,0,0,0,254,36,16,163,53,82,17,16,33,39,436,34,14,176,48,164,17,20,37,17,1940,256,2,1349,74,733,75,1,268,15,1008,29,0,162,72,0,6063,47,24,3610,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1819  ,KARBI ANGLONG                                     ,3223,12,54,1123,779,0,211,378,910,899,186,0,853,19,20,3,2,57,1451,99,134,97,51,6,736,202,275,1136,321,279,153,132,483,670,541,65,7,12,59,20,58,5,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1878,224,522,1488,711,1322,242,450,439,263,0,0,0,0,0,261,3,7,117,6,132,2,14,83,2,0,0,0,0,0,73,14,47,160,63,42,11,47,33,12,1712,138,216,580,257,1195,144,232,256,110,1523,7,4,1088,254,800,1,2,291,74,159,81,29,105,17,0,1866,68,20,4278,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1822  ,KARIMGANJ                                         ,2581,375,31,1062,347,0,357,113,257,1193,334,0,231,11,0,34,15,2,2338,63,17,316,17,105,1030,211,85,698,58,9,234,243,187,1242,525,10,12,15,38,33,65,0,1,1,2,2,5,1,14,6,2,36,14,0,0,0,0,0,0,0,2781,374,204,1952,572,1079,176,127,409,127,0,0,0,0,0,4,0,2,3,8,7,0,2,0,2,0,0,0,0,0,244,23,6,148,16,91,7,6,38,7,32,1,6,18,4,15,0,1,6,1,745,92,1,338,2,227,11,0,73,0,933,62,47,109,28,0,2739,2,20,864,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1801  ,KOKRAJHAR                                         ,2772,107,29,939,456,0,92,91,482,1478,14,0,175,3,0,0,0,6,2002,19,1,146,2,43,1163,75,84,1300,50,378,361,87,337,935,322,150,6,4,37,22,70,10,1,0,5,0,2,0,1,0,8,10,1,0,0,0,0,0,0,0,2724,126,270,2001,311,985,62,202,412,136,0,0,0,0,0,374,7,26,23,17,163,3,13,17,6,0,0,0,0,0,62,3,5,56,9,15,1,5,7,5,1428,63,122,922,164,640,7,96,239,80,840,22,0,454,14,289,1,0,83,1,1382,0,0,36,0,0,2561,60,16,559,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1812  ,LAKHIMPUR                                         ,4781,551,8,1858,1586,0,158,268,608,3057,708,0,499,15,3,60,8,12,2982,97,31,383,70,38,1778,278,118,2789,222,207,517,395,370,1723,1790,161,20,32,69,60,225,23,6,5,6,1,11,1,30,9,3,23,8,2,0,0,0,0,0,0,3462,509,295,3817,1652,2370,322,305,1222,682,0,0,0,0,0,154,5,7,33,64,121,10,9,14,32,0,0,0,0,0,253,28,12,212,86,163,11,12,57,24,928,73,24,1082,481,510,41,22,277,150,1789,161,0,1654,61,1197,81,0,504,9,1168,27,0,171,136,0,4909,64,17,2689,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1809  ,MARIGAON                                          ,1908,275,31,949,379,0,111,148,325,1534,64,0,195,6,1,33,2,4,1498,37,13,281,21,7,734,139,43,1136,57,135,227,221,233,1013,315,45,12,16,47,26,43,13,1,2,3,2,6,0,5,1,2,28,12,1,0,0,0,0,0,0,1789,273,165,1900,333,883,149,177,619,123,0,0,0,0,0,124,0,4,6,23,64,1,10,3,1,0,0,0,0,0,222,18,17,198,29,92,20,22,53,8,238,34,26,216,25,126,22,22,74,17,952,71,0,672,15,383,29,1,239,4,841,0,0,45,37,0,2725,31,24,638,,,,,,,,,,,,,,,,,,
18,Assam                                             ,1810  ,NAGAON                                            ,5451,771,5,2508,1367,0,139,202,366,2844,168,0,218,17,2,63,10,0,4035,126,15,548,56,10,2177,356,100,3005,114,0,792,503,292,2355,1126,45,22,36,31,53,180,33,2,0,2,3,2,0,1,0,0,43,1,0,0,0,0,0,0,0,4498,596,225,4419,911,2749,442,217,1651,578,0,0,0,0,0,5,0,0,0,30,4,0,0,3,43,0,0,0,0,0,480,40,23,366,80,211,28,24,98,41,214,11,12,144,16,137,8,14,53,15,2692,330,3,2118,17,1591,197,5,796,5,1666,65,71,721,27,0,5657,40,17,3660,,,,,,,,,,,,,,,,,,
