35,ANDAMAN & NICOBAR ISLANDS                         ,3502  ,NICOBARS                                          ,2013-14,29,10,3,0,6,8,0,0,1,0,0,0,0,0,0,0,29,10,3,0,6,8,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,0,0,0,0,96.67,100,100,0,100,100,0,98.25,30,10,3,0,6,8,0,57,79,0,0,0,0,0,0,79,5,0,0,0,0,0,0,5,24,4,0,0,0,1,0,29,11,1,0,0,2,0,0,2,0,1,0,0,0,0,105,64,16,0,24,61,0,0,73,38,12,0,16,38,0,0,10,6,0,0,2,12,0,0,22,20,4,0,6,11,0,0,66,32,0,0,66,59,0,0,82.76,90,100,0,83.33,87.5,0,82.76,100,100,0,83.33,87.5,0,1414,1323,954,843,1373,1284,895,790,0,0,0,0,0,0,0,0,96.67,100,100,0,100,100,0,20,8,3,0,6,8,0,3,6,3,0,6,8,0,27,9,3,0,5,8,0,28,10,3,0,5,8,0,23,9,2,0,5,8,0,3,2,0,0,210,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2801  ,ADILABAD                                          ,2013-14,2990,417,5,2,8,121,428,0,271,295,0,0,0,38,256,0,2864,399,4,2,6,107,381,0,146,196,0,0,0,24,121,0,1004,8,0,1,0,3,23,1039,1342,29,0,0,0,3,0,1374,0,0,0,0,47.4,78.18,100,100,50,78.07,82.67,57.78,2622,674,5,2,7,158,653,4121,36232,2523,0,0,0,561,0,39316,711,114,1,1,0,54,78,959,2298,81,0,2,0,1,89,2471,298,10,0,1,6,10,161,0,0,0,0,0,0,0,8746,4714,54,4,29,1144,3525,0,6728,3977,26,1,29,987,2968,0,707,277,0,2,0,45,218,0,1314,460,28,1,0,112,344,0,251,188,5,0,42,294,848,0,93.94,95.95,0,100,0,80.99,85.78,62.86,77.62,0,50,0,43.8,56.43,86897,92623,47704,52927,84550,89457,42384,46046,49,17,0,0,0,1,1,0,27.71,47.43,100,50,37.5,65.77,43.69,2399,654,5,2,4,157,668,208,256,5,0,1,89,472,0,0,0,0,0,0,0,2959,414,0,2,2,105,400,2913,681,5,2,8,157,667,901,416,966,162,220,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2822  ,ANANTAPUR                                         ,2013-14,2747,598,8,0,27,18,548,0,407,334,1,0,0,8,334,0,2507,553,6,0,23,15,483,0,197,205,1,0,0,4,146,0,612,6,0,0,1,0,46,665,857,17,0,0,0,0,22,896,0,0,0,0,57.44,76.76,100,0,70.37,100,81.88,65.57,2508,829,9,0,23,28,823,4220,25600,1744,0,0,0,0,1894,29238,635,117,1,0,2,1,52,808,1848,142,0,0,1,2,71,2064,105,14,0,0,25,4,170,0,0,0,0,0,0,0,10382,5851,118,0,156,202,5153,0,7359,4782,109,0,148,182,4332,0,1188,407,0,0,0,1,301,0,1835,662,9,0,8,19,522,0,388,164,19,0,135,42,1324,0,97.8,99.5,12.5,0,0,33.33,87.59,94.09,96.49,0,0,0,27.78,81.74,95307,101795,61977,69003,93860,100150,53429,60197,25,8,0,0,0,2,0,0,39.33,50,66.67,0,69.23,85,52.41,2857,876,9,0,16,28,809,281,277,9,0,3,22,614,0,0,0,0,0,0,0,2742,597,1,0,19,11,539,3070,921,9,0,23,27,858,842,444,979,160,218,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2823  ,CHITTOOR                                          ,2013-14,3957,482,13,0,17,10,587,0,493,243,4,0,0,9,440,0,3731,438,8,0,17,9,532,0,245,134,3,0,0,3,196,0,1155,5,0,0,0,0,10,1170,1530,17,0,0,0,0,3,1550,0,0,0,0,93.54,96.46,100,0,82.35,100,96.52,94.37,4318,723,17,0,13,19,1029,6119,41547,797,0,0,0,0,288,42632,742,67,2,0,1,0,47,859,3220,133,0,0,0,0,143,3496,151,4,1,0,16,5,159,0,0,0,0,0,0,0,13012,4480,204,0,65,268,7151,0,10724,3951,189,0,65,230,6422,0,1006,239,2,0,0,21,275,0,1283,290,13,0,0,17,459,0,620,211,61,0,82,44,1482,0,97.67,96.93,30.77,0,0,60,92.14,93.96,91.6,15.38,0,0,10,85.92,90890,96415,62513,66109,89226,94945,53395,57732,25,11,0,0,0,0,13,0,45.27,66.17,85.71,0,70.59,78.57,62.06,4260,709,17,0,12,18,1003,435,312,16,0,3,16,753,0,0,0,0,0,0,0,3950,481,10,0,2,9,576,4245,712,17,0,14,19,1000,700,288,938,109,221,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2820  ,CUDDAPAH                                          ,2013-14,2726,298,9,0,9,16,362,0,399,266,0,0,0,39,373,0,2413,279,4,0,9,12,302,0,178,118,0,0,0,8,155,0,929,17,0,0,0,3,21,970,578,27,0,0,2,11,40,658,0,0,0,0,86.08,91.75,100,0,44.44,85.19,95.31,88.19,2824,543,9,0,9,57,711,4153,18844,4767,0,0,276,4171,4152,32210,856,71,0,0,0,3,93,1023,2194,121,0,0,0,1,143,2459,105,7,3,0,8,6,86,0,0,0,0,0,0,0,8622,3458,65,0,55,468,4710,0,6647,2991,56,0,51,446,4101,0,749,145,8,0,2,8,215,0,1230,322,1,0,2,14,398,0,2130,565,56,0,18,243,2642,0,95.9,91.32,55.56,0,0,37.5,77.83,87.26,82.63,33.33,0,0,25,70.69,63140,70705,30061,38823,59127,66371,24124,31275,45,7,0,0,0,2,2,0,59.35,61.2,100,0,44.44,71.74,55.78,2761,504,9,0,4,48,692,322,259,7,0,2,43,524,0,0,0,0,0,0,0,2673,288,2,0,1,7,324,3035,541,9,0,8,49,705,792,263,515,180,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2814  ,EAST GODAVARI                                     ,2013-14,3115,332,12,0,3,56,532,0,560,594,3,0,1,51,411,0,2845,318,9,0,2,50,453,0,322,404,2,0,1,30,197,0,878,7,1,0,0,2,32,920,709,6,0,0,0,0,4,719,0,0,0,0,72.71,89.51,90.91,0,100,100,99.89,80.55,3562,964,15,0,4,117,937,5599,16747,208,0,0,0,0,340,17295,693,94,2,0,0,8,24,821,2072,145,0,0,0,10,105,2332,115,2,0,0,2,5,103,0,0,0,0,0,0,0,12317,7011,120,0,16,951,5597,0,10202,6586,113,0,16,898,5078,0,1081,158,0,0,0,8,245,0,1042,267,7,0,0,45,278,0,661,390,29,0,0,242,1970,0,96.18,93.91,50,0,0,80.36,88.26,88.94,92.24,50,0,25,67.86,78.76,108706,117350,82024,92723,101905,109068,68750,76504,62,56,0,0,0,11,7,0,78.49,80.22,100,0,100,100,99.89,3337,919,14,0,3,115,931,596,572,12,0,1,80,756,0,0,0,0,0,0,0,3104,331,9,0,1,55,527,3597,963,14,0,3,114,941,1086,642,810,244,222,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2817  ,GUNTUR                                            ,2013-14,2617,369,8,0,14,11,380,0,446,267,1,0,1,98,276,0,2286,335,8,0,14,6,331,0,298,140,1,0,0,38,141,0,561,3,0,0,0,2,16,582,410,13,0,0,0,0,2,425,0,0,0,0,93.71,98.41,100,0,86.67,98.44,99.4,95.41,2607,702,9,0,10,194,642,4164,12685,453,0,0,0,0,307,13445,498,43,0,0,0,3,22,566,1751,76,0,0,0,2,58,1887,102,9,0,0,13,1,68,0,0,0,0,0,0,0,10238,5629,99,0,71,2075,4104,0,7703,4906,82,0,67,2041,3481,0,1099,291,2,0,2,5,189,0,1436,432,15,0,2,29,434,0,310,272,43,0,30,298,1263,0,92.74,93.12,50,0,0,16.67,77.66,83.16,82.8,0,0,0,16.67,61.49,97301,106429,58275,62575,84787,92789,40395,44439,106,120,0,0,0,88,20,0,57.15,75.77,100,0,80,80.53,68.16,2968,711,9,0,6,188,661,247,378,8,0,1,151,537,0,0,0,0,0,0,0,2587,369,4,0,4,4,363,3037,731,9,0,13,184,664,1035,522,765,188,222,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2805  ,HYDERABAD                                         ,2013-14,530,5,4,0,1,6,186,0,890,377,9,1,1,95,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,0,0,0,1,8,75,84,21,1,0,1,6,32,145,0,0,0,0,89.17,91.2,83.33,100,100,88,93.95,91.08,1428,406,13,1,2,103,1108,3061,6508,2542,0,0,85,921,2017,12073,45,9,1,0,0,2,12,69,184,24,2,1,0,5,168,384,33,0,0,0,0,0,14,0,0,0,0,0,0,0,12116,4059,445,6,15,1609,11879,0,11463,3926,445,6,11,1591,11420,0,93,11,0,0,0,0,88,0,571,122,0,0,4,18,382,0,517,241,29,0,4,210,1592,0,60.91,11.63,0,0,100,0,48.55,14.55,0,0,0,0,0,3.86,37433,48563,16603,26475,31619,36113,19575,14845,97,30,0,0,0,3,13,0,47.24,46.19,72.73,0,100,65.31,51.62,1303,364,12,1,2,100,1058,917,293,10,1,1,87,925,0,0,0,0,0,0,0,511,5,1,0,1,1,172,1496,399,13,1,2,103,1110,723,200,823,165,223,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2803  ,KARIMNAGAR                                        ,2013-14,2009,337,12,0,44,23,699,0,491,503,0,0,0,49,543,0,1855,326,11,0,44,19,647,0,272,364,0,0,0,34,291,0,417,11,0,0,1,3,50,482,533,32,0,0,3,0,23,591,0,0,0,0,82.37,90.84,100,0,36.36,90.63,89.6,85.49,2327,828,12,0,38,72,1203,4480,12759,4025,0,0,0,0,2010,18794,431,100,4,0,1,8,141,685,1507,178,0,0,3,5,283,1976,66,4,2,0,43,4,184,0,0,0,0,0,0,0,10018,5886,97,0,192,509,6298,0,8549,5255,52,0,165,487,5600,0,660,233,4,0,25,6,314,0,808,398,41,0,2,16,389,0,516,306,64,0,115,150,1526,0,94.92,95.07,33.33,0,0,52.17,88.2,86.92,85.51,16.67,0,0,30.43,78.23,51362,59320,49622,58742,50130,57802,40489,49332,28,8,0,0,0,0,1,0,50.58,56.79,66.67,0,38.64,60.66,50.42,2278,784,12,0,20,66,1205,379,391,10,0,5,49,846,0,0,0,0,0,0,0,1970,332,5,0,14,14,660,2445,829,11,0,29,70,1218,470,459,493,199,221,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2810  ,KHAMMAM                                           ,2013-14,2434,475,11,0,3,39,412,0,270,178,0,0,0,35,226,0,2303,459,10,0,3,37,375,0,143,127,0,0,0,11,115,0,733,4,0,0,0,1,5,743,718,29,0,0,0,1,1,749,0,0,0,0,78.2,90.12,100,0,100,89.19,92.87,82.67,2430,636,11,0,3,81,624,3785,18070,1443,0,0,0,297,0,19810,634,113,3,0,0,6,43,799,1798,111,0,0,0,3,53,1965,206,8,1,0,2,12,79,0,0,0,0,0,0,0,8236,4213,126,0,9,791,4179,0,6138,3423,100,0,9,752,3652,0,796,320,2,0,0,7,165,0,1303,470,24,0,0,36,362,0,409,243,39,0,8,119,1227,0,93.23,97.7,18.18,0,0,51.28,83.72,84.64,89.75,27.27,0,0,46.15,79.82,71587,74780,47299,53143,67458,69877,39354,42494,12,15,0,0,0,8,4,0,60.36,62.9,60,0,100,79.31,61.99,2267,622,11,0,1,77,619,199,206,9,0,2,58,456,0,0,0,0,0,0,0,2382,471,6,0,3,33,394,2462,639,11,0,3,81,627,586,273,520,123,221,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2816  ,KRISHNA                                           ,2013-14,1897,415,10,0,3,13,375,0,712,420,3,1,1,85,368,0,1698,404,7,0,3,10,322,0,509,277,1,0,1,38,182,0,649,7,0,0,0,0,7,663,620,11,0,0,0,0,2,633,0,0,0,0,91.25,97.5,100,100,100,97.2,98.38,93.89,2580,874,13,1,4,110,743,4325,16594,655,0,0,0,0,138,17387,295,36,1,0,0,3,16,351,1597,159,0,1,0,2,63,1822,62,3,0,0,2,2,52,0,0,0,0,0,0,0,9201,6003,222,2,44,1405,5527,0,7701,5414,214,2,44,1389,4888,0,707,236,4,0,0,0,258,0,793,364,4,0,0,16,381,0,474,329,53,0,0,177,1637,0,91.58,95.82,50,100,0,42.86,82.39,88.49,93.53,40,0,0,28.57,65.24,74944,81986,53531,59426,58980,64411,38305,43839,35,46,0,0,0,13,6,0,55.59,68.33,80,0,100,80.77,67.45,2273,826,13,1,4,108,734,311,338,11,0,2,82,565,0,0,0,0,0,0,0,1891,412,7,0,1,6,371,2569,856,13,1,3,107,737,767,300,667,175,222,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2821  ,KURNOOL                                           ,2013-14,1851,453,10,0,34,23,429,0,455,414,1,0,0,2,353,0,1602,434,7,0,33,17,377,0,215,248,0,0,0,1,147,0,143,2,0,0,0,1,18,164,441,19,0,0,0,0,1,461,0,0,0,0,80.4,88.15,100,0,82.35,84.21,84.94,83.02,1957,793,11,0,29,24,715,3529,19162,1977,0,0,0,0,80,21219,393,110,2,0,1,0,46,552,676,65,0,0,0,0,60,801,68,14,0,0,32,3,161,0,0,0,0,0,0,0,10601,6528,95,0,226,178,4879,0,8073,5558,95,0,217,157,4320,0,759,240,0,0,0,9,119,0,1767,730,0,0,9,12,447,0,388,278,46,0,248,66,1483,0,94.11,94.35,20,0,2.94,73.91,77.64,86.69,90.79,20,0,2.94,65.22,63.5,119409,131684,67604,70301,112424,123447,55602,57630,44,11,0,0,0,0,0,0,56.03,60.78,80,0,79.41,71.43,52.29,1939,789,11,0,21,24,700,317,295,10,0,5,17,603,0,0,0,0,0,0,0,1847,449,8,0,12,21,425,2228,829,8,0,22,25,739,1090,541,1440,185,221,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2807  ,MAHBUBNAGAR                                       ,2013-14,2611,578,9,0,8,19,629,0,436,373,0,0,1,42,378,0,2488,576,7,0,8,15,584,0,282,309,0,0,1,28,238,0,738,3,0,0,0,2,20,763,857,22,0,0,0,2,14,895,0,0,0,0,76.45,81.4,87.5,0,33.33,70.59,82.51,78.45,2472,879,9,0,9,60,945,4374,30925,2120,0,0,0,734,1495,35274,507,109,1,0,0,7,73,697,1437,54,1,0,0,2,131,1625,97,7,0,0,7,3,160,0,0,0,0,0,0,0,10866,6351,119,0,22,581,6008,0,7954,4959,102,0,22,537,5049,0,1025,534,1,0,0,4,350,0,1889,868,16,0,0,40,623,0,569,349,35,0,32,100,1353,0,94.92,95.88,11.11,0,0,60,85.6,69.28,70.15,11.11,0,0,45,57.89,118162,133318,64758,68431,113037,128107,55719,59094,46,9,0,0,0,0,2,0,62.67,51.64,50,0,44.44,44.44,53.53,2696,920,9,0,9,60,974,351,247,7,0,3,35,590,0,0,0,0,0,0,0,2552,574,5,0,2,8,582,2851,917,9,0,8,58,983,1273,552,1506,188,220,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2804  ,MEDAK                                             ,2013-14,1974,427,17,2,27,15,544,0,254,267,2,0,0,57,222,0,1886,412,14,2,25,13,514,0,132,186,2,0,0,37,112,0,449,9,0,0,0,1,18,477,713,31,0,0,0,0,1,745,0,0,0,0,66.68,84.46,100,0,48.15,87.69,86.53,74.21,1780,653,19,1,21,71,712,3257,22133,3316,0,0,0,0,53,25502,282,91,3,0,0,10,59,445,1079,57,0,1,0,2,75,1214,78,10,1,0,26,2,123,0,0,0,0,0,0,0,8653,5040,208,7,76,790,4596,0,6381,4221,192,3,73,775,3777,0,773,250,2,2,0,2,305,0,1497,577,14,2,3,13,519,0,308,203,51,0,16,182,716,0,97.02,97.2,5.88,0,0,33.33,87.77,82.67,89.02,0,0,0,26.67,75.91,84558,90369,56462,60538,84668,89185,49969,54904,39,19,0,0,0,1,0,0,40.57,56.86,88.89,0,37.04,72.46,49.86,1776,642,19,2,12,70,737,240,296,17,1,3,54,576,0,0,0,0,0,0,0,1957,422,10,2,6,7,515,2134,704,19,2,24,67,752,752,335,973,88,222,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2808  ,NALGONDA                                          ,2013-14,2290,289,11,0,34,15,619,0,525,309,0,1,0,15,529,0,2151,271,7,0,33,11,554,0,210,196,0,1,0,6,224,0,436,3,0,0,0,0,21,460,626,5,0,0,0,1,0,632,0,0,0,0,84.66,95.95,100,100,85.29,92.31,96,89.01,2040,542,11,1,28,31,1049,3702,16205,441,0,0,0,152,0,16798,641,98,2,0,1,1,190,933,1516,59,0,1,0,1,232,1809,24,2,1,0,32,3,198,0,0,0,0,0,0,0,10677,4397,109,7,187,246,5976,0,8703,3922,106,7,176,228,5470,0,633,195,0,0,5,0,171,0,1341,280,3,0,6,18,335,0,564,400,67,0,123,139,1926,0,94.27,92.62,0,0,0,46.67,87.46,87.64,84.56,0,0,0,33.33,75.7,74046,87671,54879,64355,69475,81797,44242,51789,32,20,0,0,0,1,5,0,42.52,59.45,100,100,79.41,81.82,53.55,2283,563,11,1,20,29,1107,537,280,10,1,7,25,767,0,0,0,0,0,0,0,2271,285,6,0,5,11,590,2745,587,11,1,24,30,1133,661,369,792,237,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2819  ,NELLORE                                           ,2013-14,2646,398,11,0,8,18,351,0,343,260,1,1,1,8,271,0,2519,390,10,0,8,14,315,0,159,160,1,0,1,4,114,0,881,8,0,0,0,3,4,896,661,9,0,0,0,2,1,673,0,0,0,0,86.52,94.75,100,100,100,95.45,96.61,89.33,2602,633,12,1,9,29,594,3880,16337,593,0,0,0,185,40,17155,741,71,0,0,0,2,34,848,2115,110,0,0,0,4,58,2287,118,14,1,0,7,5,58,0,0,0,0,0,0,0,8095,3916,135,4,74,216,4028,0,6150,3413,121,4,74,167,3338,0,836,199,4,0,0,32,186,0,1109,304,10,0,0,17,506,0,714,247,67,0,47,87,1281,0,84.28,84.67,45.45,0,0,33.33,72.28,94.48,91.51,27.27,0,0,33.33,75.54,70778,75153,42236,45380,65591,69507,31266,34593,25,9,0,0,0,4,0,0,64.39,76.58,100,100,100,91.3,81.63,2752,627,12,1,5,29,603,241,302,12,0,1,22,507,0,0,0,0,0,0,0,2634,393,9,0,2,14,343,2910,632,12,1,8,26,598,746,222,454,149,219,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2802  ,NIZAMABAD                                         ,2013-14,1490,282,10,0,16,14,464,0,315,286,0,0,1,8,276,0,1383,267,10,0,16,13,435,0,169,212,0,0,1,6,146,0,243,0,0,0,0,1,16,260,405,20,0,0,0,0,0,425,0,0,0,0,66.97,88.91,83.33,0,58.82,100,91.98,76.78,1629,541,10,0,15,22,727,2944,14175,2209,0,0,0,0,0,16384,323,54,3,0,0,3,54,437,914,91,0,0,0,0,103,1108,41,6,0,0,15,3,121,1128,227,2,0,3,4,206,7843,4282,80,0,85,178,4355,0,6406,3767,69,0,81,161,3849,0,563,222,1,0,0,0,237,0,874,293,10,0,4,17,271,0,476,274,42,0,32,45,1333,0,94.18,93.45,30,0,0,35.71,86.43,81.08,81.03,10,0,0,28.57,70.15,55964,61724,43575,48243,54361,60263,34167,39914,56,1,0,0,0,0,3,0,44.95,57.22,50,0,64.71,58.82,51.82,1547,524,10,0,7,22,716,213,222,9,0,3,15,466,1476,281,2,0,13,1,446,1468,278,6,0,3,10,442,1760,538,10,0,14,22,728,457,298,604,136,223,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2818  ,PRAKASAM                                          ,2013-14,2658,360,9,0,11,15,369,0,392,221,0,0,1,28,313,0,2486,348,7,0,9,11,342,0,243,128,0,0,0,15,187,0,682,4,0,0,2,1,21,710,575,5,0,0,0,0,2,582,0,0,0,0,82.14,88.64,83.33,0,58.33,92.98,92.72,84.72,2544,562,9,0,11,58,655,3839,18732,479,0,0,0,0,127,19338,798,58,1,0,0,0,51,908,1634,54,0,0,0,2,66,1756,64,3,0,0,10,3,89,0,0,0,0,0,0,0,9180,4142,75,0,51,601,3943,0,6961,3624,57,0,51,570,3483,0,834,196,0,0,0,3,152,0,1385,322,18,0,0,28,310,0,224,214,12,0,16,135,1365,0,60.62,64.71,44.44,0,0,33.33,61.85,77.14,76.98,33.33,0,0,33.33,59.95,94756,101294,41601,47328,83500,90062,32924,38826,85,37,0,0,0,17,15,0,69.92,69.32,100,0,50,84.91,63.1,2677,580,9,0,8,59,662,231,254,9,0,1,48,542,0,0,0,0,0,0,0,2656,360,6,0,5,13,360,3027,598,8,0,10,56,689,1184,382,788,127,222,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2806  ,RANGAREDDI                                        ,2013-14,1708,245,13,0,16,17,466,0,1085,536,6,0,5,128,988,0,1321,213,8,0,14,8,372,0,301,218,3,0,5,37,248,0,321,5,0,0,1,0,17,344,541,13,0,0,0,4,6,564,0,0,0,0,77.92,92.3,100,0,94.44,95.68,93.47,85,2473,775,19,0,20,145,1431,4863,20059,1768,0,0,0,816,635,23278,250,41,1,0,2,7,36,337,819,45,1,0,0,3,150,1018,47,0,0,0,12,2,97,0,0,0,0,0,0,0,17816,6761,463,0,166,1713,13934,0,16091,6291,463,0,161,1682,13190,0,503,146,0,0,0,2,187,0,1236,337,0,0,5,29,557,0,692,291,48,0,73,150,1361,0,88.87,86.82,0,0,0,22.22,82.19,68.64,76.36,0,0,0,16.67,53.62,82024,91167,52250,52966,79322,87657,42270,45714,33,24,0,0,0,0,0,0,62.66,76.93,93.33,0,85,89.93,77.35,2255,734,19,0,13,141,1362,1015,477,17,0,7,123,1228,0,0,0,0,0,0,0,1657,241,2,0,2,3,439,2726,771,18,0,18,129,1387,1197,533,1709,328,224,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2811  ,SRIKAKULAM                                        ,2013-14,2479,569,11,0,15,45,394,0,148,239,0,2,0,30,136,0,2392,553,11,0,13,45,368,0,114,175,0,1,0,22,100,0,936,9,1,0,1,2,34,983,711,22,0,0,0,0,0,733,0,0,0,0,61.66,81.64,100,100,60,92.45,86.83,69.49,2333,779,11,2,14,75,506,3720,14891,1353,0,0,0,0,0,16244,690,148,1,0,3,13,38,893,1921,123,0,2,0,1,54,2101,94,6,0,0,14,2,94,0,0,0,0,0,0,0,6523,4935,85,16,60,508,2660,0,4382,4049,75,16,60,468,2200,0,1016,360,10,0,0,14,154,0,1123,525,0,0,0,26,308,0,222,147,25,0,29,62,823,0,96.2,98.61,36.36,0,6.67,68.89,88.1,90.15,92.51,36.36,0,0,17.78,73.42,70685,77265,49775,52574,68103,74530,39129,43780,8,13,0,0,0,0,9,0,41.75,52.32,100,50,53.33,74.07,48.47,2351,776,11,2,9,69,508,120,244,10,1,3,38,376,0,0,0,0,0,0,0,2463,564,3,0,6,42,371,2412,792,11,2,10,73,511,624,402,369,126,221,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ANDHRA PRADESH                                    ,2813  ,VISAKHAPATNAM                                     ,2013-14,3253,356,19,0,6,119,334,0,316,465,6,0,0,101,290,0,2922,343,8,0,5,115,264,0,119,230,1,0,0,33,74,0,1228,16,0,0,0,29,20,1293,1297,31,0,0,0,1,4,1333,0,0,0,0,72,95.43,100,0,100,88.75,96.15,79.27,3251,815,25,0,6,219,616,4932,36530,1912,0,0,0,315,409,39166,535,77,1,0,0,46,23,682,2484,117,2,0,0,5,58,2666,355,2,1,0,5,9,57,0,0,0,0,0,0,0,9771,5753,600,0,44,1910,4507,0,6272,5064,587,0,44,1800,3911,0,1631,308,9,0,0,40,252,0,1870,381,4,0,0,70,344,0,395,311,66,0,34,348,1117,0,88.52,96.17,15.79,0,0,72.27,83.1,82.43,93.44,15.79,0,0,66.39,76.73,94065,102942,59440,63448,89133,95411,50278,49854,9,15,0,0,0,2,4,0,42.54,62.26,60,0,66.67,70.52,51.65,2381,761,25,0,5,212,607,330,456,23,0,1,136,535,0,0,0,0,0,0,0,3193,352,6,0,0,110,310,3108,798,25,0,5,218,621,1130,516,983,169,221,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
